	1	2	4	8	16	32	64
1	96.9	186	189	187	189	187	188
2	67.4	67.0	69.1	79.4	187	190	189
4	72.6	73.6	91.8	183	189	189	167
8	75.9	95.9	167	183	183	186	187
16	81.4	136	176	179	118	173	177
32	58.9	59.0	58.1	58.0	60.3	60.9	59.3
64	48.1	48.2	48.1	48.4	48.4	48.7	46.8
