	1	2	4	8	16	32	64
1	0.141	0.282	0.564	1.112	2.218	4.409	8.646
2	0.142	0.288	0.574	1.133	2.255	4.445	8.621
4	0.188	0.374	0.742	1.471	2.917	5.766	10.7
8	0.229	0.455	0.893	1.794	3.581	6.816	13.0
16	0.266	0.521	1.021	2.035	4.043	7.958	14.6
32	0.27	0.527	1.033	2.083	4.139	8.044	14.4
64	0.254	0.494	0.968	1.949	3.931	7.658	13.9
