	1	2	4	8	16	32	64
1	14.8	0.175	41.8	129	140	6.023	120
2	15.0	0.176	69.6	143	148	107	143
4	29.9	0.201	39.7	160	165	99.8	154
8	53.0	0.227	5.044	16.6	31.2	33.7	92.5
16	2.322	0.243	2.129	5.268	9.55	5.283	14.8
32	0.573	0.249	1.286	1.235	5.531	5.128	9.214
64	0.313	0.11	0.905	0.553	3.455	1.789	3.458
